id,title,handle,url,productType,minPrice,maxPrice,inStock,colors,variantCount,tags,primaryImage
7932728180806,Belle Tote,the-belle-tote,https://mokobara.com/products/the-belle-tote,Totes & Handbags,6999,6999,true,Modern Inc | Coconut Cream | Money Moves,3,30DAY | POSX | WARRANTY,https://cdn.shopify.com/s/files/1/0068/7341/5750/files/The-Belle-Tote_2.0_CC-1_71e9292b-2401-4695-8771-6c0cb550d438.jpg?v=1775646050
7143168409670,Transit Luggage - Set of 3,the-transit-luggage-set-of-3,https://mokobara.com/products/the-transit-luggage-set-of-3,Luggage,16999,16999,true,We Meet Again Sunray | Money Moves Sunray | Still Loading Brownray | Money Moves | So Matcha | Shy Blue | Blue'd Up | Summer | Excuse Me,9,30DAY | C+Z | WARRANTY,https://cdn.shopify.com/s/files/1/0068/7341/5750/files/The_Transit_Luggage_-_Set_of_3-25_2f677c7a-a719-4c52-b08b-7f310f9f274e.jpg?v=1772907064
6781145710662,Check-in Large Luggage,the-check-in-large,https://mokobara.com/products/the-check-in-large,Luggage,13999,13999,true,Money Moves Sunray | Ocean Sunray | Forest Sunray | Money Moves | Seaweed Green | Space Blue | Cosmic Vibes | Happy Green | No Filter | Beach Sunrise | Sunnyside Yellow | New Standard,12,30DAY | C+Z | POSX | WARRANTY,https://cdn.shopify.com/s/files/1/0068/7341/5750/products/Crypto-Sunray_4b2b7014-4752-4ba1-9c58-90f019ac4f8e-185761.webp?v=1776318997
7688722677830,Bento Briefcase,the-bento-briefacse,https://mokobara.com/products/the-bento-briefacse,Briefcases & Duffles,6499,6499,true,Money Moves | Headspace,2,30DAY | POSX | WARRANTY,https://cdn.shopify.com/s/files/1/0068/7341/5750/files/The-Bento-Breifcase-Headspace-1_dee51768-8fd3-4166-8477-87cbb8c61c9f.jpg?v=1775801284
7537016504390,Everyday Raincover,the-everyday-raincover,https://mokobara.com/products/the-everyday-raincover,Travel Accessories,699,699,true,Money Moves,1,lgsy_non_exchangeable | lgsy_non_returnable | NO_RETURN | popin | POSX | WARRANTY,https://cdn.shopify.com/s/files/1/0068/7341/5750/files/The-Everyday-Raincover-1.jpg?v=1715923762
6879749439558,Transit Backpack - 30L,the-transit-backpack,https://mokobara.com/products/the-transit-backpack,Backpacks,5999,5999,true,Money Moves Sunray | Seize The Gray | Home Grown Sunray | Money Moves | Private Island,5,30DAY | MOKO_PIN | POSX | RAIN | WARRANTY,https://cdn.shopify.com/s/files/1/0068/7341/5750/files/The_Transit_Backpack_30L_Crypto_Sunray_1.jpg?v=1780675774
7923559530566,Aisle Trunk - Check-in,the-aisle-trunk-check-in,https://mokobara.com/products/the-aisle-trunk-check-in,Luggage,6299,6299,true,Shy Blue | Money Moves | Homegrown | Cool Beans | Stardust,5,30DAY | C+Z | POSX | WARRANTY,https://cdn.shopify.com/s/files/1/0068/7341/5750/files/The-Aisle-Trunk_Check-in_Shy-Blue-1.jpg?v=1759902037
7923556679750,Aisle Trunk - Large,the-aisle-trunk-large,https://mokobara.com/products/the-aisle-trunk-large,Luggage,6999,6999,true,Cool Beans | Homegrown | Money Moves | Shy Blue | Stardust,5,30DAY | C+Z | POSX | WARRANTY,https://cdn.shopify.com/s/files/1/0068/7341/5750/files/The-Aisle-Trunk_Large_Money-Moves-1.jpg?v=1776409532
7923551797318,Aisle Trunk - Set of 3,the-aisle-trunk-set-of-3,https://mokobara.com/products/the-aisle-trunk-set-of-3,Luggage,15999,15999,true,Homegrown | Money Moves | Shy Blue | Cool Beans | Stardust,5,30DAY | C+Z | WARRANTY,https://cdn.shopify.com/s/files/1/0068/7341/5750/files/The-Aisle-Trunk_Set-of-3_Money-Moves-1.jpg?v=1775478134
7915006722118,Access Check-in Luggage,the-access-check-in-luggage,https://mokobara.com/products/the-access-check-in-luggage,Luggage,14499,14499,true,Money Moves Sunray | Ocean Sunray | Seaweed Green,3,30DAY | C+Z | POSX | WARRANTY,https://cdn.shopify.com/s/files/1/0068/7341/5750/files/The-Access-Luggage_Check-in_CS-1.jpg?v=1775110666
7914990272582,Access Trunk Luggage,the-access-trunk-luggage,https://mokobara.com/products/the-access-trunk-luggage,Luggage,16499,16499,true,Ocean Sunray | Seaweed Green | Money Moves Sunray,3,30DAY | C+Z | POSX | WARRANTY,https://cdn.shopify.com/s/files/1/0068/7341/5750/files/The-Access-Luggage_Check-in-Large_OS-1_f57fb672-0103-4481-88e8-9f5a2645905a.jpg?v=1775804935
7892815544390,Aisle Backpack,the-aisle-backpack,https://mokobara.com/products/the-aisle-backpack,Backpacks,4299,4299,true,Good Genes | Money Moves | Bear Hug | Nice Ice,4,30DAY | POSX | WARRANTY,https://cdn.shopify.com/s/files/1/0068/7341/5750/files/TheAisleBackpack2_BearHug_-01.jpg?v=1775542310
7143168213062,Transit Luggage - Set of 2,the-transit-luggage-set-of-2,https://mokobara.com/products/the-transit-luggage-set-of-2,Luggage,11499,11499,true,So Matcha | We Meet Again Sunray | Still Loading Brownray | Money Moves Sunray | Money Moves | Shy Blue | Summer | Blue'd Up | Excuse Me,9,30DAY | C+Z | WARRANTY,https://cdn.shopify.com/s/files/1/0068/7341/5750/files/The_Transit_Luggage_-_Set_of_2-13.jpg?v=1764659777
7645640294470,Transit Cabin Pro,the-transit-cabin-pro,https://mokobara.com/products/the-transit-cabin-pro,Luggage,6999,6999,true,We Meet Again Sunray | Money Moves Sunray | Still Loading Brownray | So Matcha Limeray | Shy Blue | Excuse Me,6,30DAY | C+Z | POSX | WARRANTY,https://cdn.shopify.com/s/files/1/0068/7341/5750/files/The-Transit-Cabin-Pro-Shopify-New-Crypto-Sunray-10_a17afe76-eda0-401c-a99d-2dcdcd2c86da.jpg?v=1776409431
7137732264006,Transit Backpack - 20L,the-transit-backpack-20l,https://mokobara.com/products/the-transit-backpack-20l,Backpacks,4999,4999,true,Seize The Gray | Money Moves Sunray | Ocean Sunray (Limited Edition) | Money Moves | Modern Love II,5,30DAY | MOKO_PIN | popin | POSX | RAIN | WARRANTY,https://cdn.shopify.com/s/files/1/0068/7341/5750/files/The_Transit_Backpack_20L-01.jpg?v=1780679191
7673557909574,Sundae Backpack - 20L,the-sundae-backpack,https://mokobara.com/products/the-sundae-backpack,Backpacks,7299,7299,true,Berry Gelato | Money Moves | Homegrown,3,30DAY | POSX | WARRANTY,https://cdn.shopify.com/s/files/1/0068/7341/5750/files/The-Sundae-Backpack_BG-1_50266684-76b8-418a-99a3-26a39efbc42f.jpg?v=1725004671
7656258043974,Transit Trunk,the-transit-trunk,https://mokobara.com/products/the-transit-trunk,Luggage,9999,9999,true,So Matcha Limeray | We meet Again Sunray | Money Moves Sunray,3,30DAY | C+Z | POSX | WARRANTY,https://cdn.shopify.com/s/files/1/0068/7341/5750/files/The-Transit-Trunk-Luggage_2.0_SM_-1.jpg?v=1767962527
7169811284038,Transit Backpack Pro - 24L,the-transit-backpack-pro,https://mokobara.com/products/the-transit-backpack-pro,Backpacks,7299,7299,true,Money Moves | Home Grown | Headspace,3,30DAY | MOKO_PIN | popin | POSX | RAIN | WARRANTY,https://cdn.shopify.com/s/files/1/0068/7341/5750/files/The-Transit-Backpack-Pro_HG-1.webp?v=1775646273
6884230463558,Pac Kit,pac-kit,https://mokobara.com/products/pac-kit,Travel Accessories,3299,3299,true,Home Grown | Money Moves | Still Loading,3,30DAY | POSX | WARRANTY,https://cdn.shopify.com/s/files/1/0068/7341/5750/files/5_7d39c0b2-cea0-40e7-ae1e-1f9e3f0b52c8.jpg?v=1721380777
7143161987142,Transit Luggage - Check-in,the-transit-check-in-luggage,https://mokobara.com/products/the-transit-check-in-luggage,Luggage,6999,6999,true,Still Loading Brownray | Money Moves | So Matcha | Money Moves Sunray | We Meet Again Sunray | Blue'd up | Excuse Me | Shy Blue | Summer,9,30DAY | C+Z | POSX | UPDATE | WARRANTY,https://cdn.shopify.com/s/files/1/0068/7341/5750/files/The_Transit_Luggage_-_Check-in-19.jpg?v=1772904055
6880791035974,Cabin Pro,the-cabin-pro,https://mokobara.com/products/the-cabin-pro,Luggage,13999,13999,true,Forest Sunray | Money Moves | Seaweed Green | Seaweed Green 1.0 | Forest Sunray 1.0 | Space Blue 1.0 | Ocean Sunray | Cosmic Vibes 1.0 | Money Moves Sunray | Money Moves Sunray 1.0 | Space Blue | Money Moves 1.0 | Ocean Sunray 1.0 | Sunnyside Yellow 1.0 | Still Loading 1.0,15,30DAY | C+Z | POSX | WARRANTY,https://cdn.shopify.com/s/files/1/0068/7341/5750/files/The-Cabin-Pro_2.0-1_-_Copy.jpg?v=1784270875
7142651920454,Transit Luggage - Cabin,the-transit-cabin-luggage,https://mokobara.com/products/the-transit-cabin-luggage,Luggage,5999,5999,true,We Meet Again Sunray | Money Moves Sunray | So Matcha | Money Moves | Still Loading Brownray | Excuse Me | Shy Blue | Summer | Blue'd up,9,30DAY | C+Z | POSX | UPDATE | WARRANTY,https://cdn.shopify.com/s/files/1/0068/7341/5750/files/The_Transit_Luggage_-_Cabin-25.jpg?v=1764577118
7175839055942,Hovercraft Backpack - 24L,the-hovercraft-backpack,https://mokobara.com/products/the-hovercraft-backpack,Backpacks,6999,6999,true,Multiverse 2.0 | Fire Alarm 2.0 | Rocket Science 2.0 | Money Moves Sunray 3.0 | No U Hang Up 2.0 | Multiverse 3.0 | Rocket Science 3.0,7,30DAY | MOKO_PIN | popin | POSX | RAIN | WARRANTY,https://cdn.shopify.com/s/files/1/0068/7341/5750/files/The-Hovercraft-Backpack_2.0-FA-1.jpg?v=1776680316
4830417125446,Check-in Luggage,the-check-in-luggage,https://mokobara.com/products/the-check-in-luggage,Luggage,11999,11999,true,Forest Sunray | Ocean Sunray | Seaweed Green | Money Moves Sunray | Money Moves | Beach Sunrise | Sunnyside Yellow | Cosmic Vibes | Happy Green,9,30DAY | C+Z | POSX | WARRANTY,https://cdn.shopify.com/s/files/1/0068/7341/5750/products/Forest-Sunray-722191.webp?v=1719473999
7158095577158,Moko Blocks (3-8 years),the-moko-blocks,https://mokobara.com/products/the-moko-blocks,Kids Luggage,4999,4999,true,Cotton Candy | Sunshine | Invisible Man | Pool Party | Jam Jar,5,30DAY | C+Z | popin | POSX | WARRANTY,https://cdn.shopify.com/s/files/1/0068/7341/5750/files/The-Moko-Blocks_CC-1_64f15e5e-f859-4ebc-bf78-410adf2d58fd.jpg?v=1763926296
4830270881862,Briefcase,the-briefcase-bags-online,https://mokobara.com/products/the-briefcase-bags-online,Briefcases & Duffles,5999,5999,true,Enough Yellow | Tailored Gray | Surf Camp | Lawn Party | Friday | Money Moves,6,30DAY | popin | POSX | WARRANTY,https://cdn.shopify.com/s/files/1/0068/7341/5750/products/The-Briefcase_EY-1.jpg?v=1735884345
7166635900998,Radio Backpack - 22L,the-radio-backpack,https://mokobara.com/products/the-radio-backpack,Backpacks,6999,6999,true,Fire Alarm | Jaws | Money Moves | Stardust | Crypto 1.0 | Deepskye 1.0,6,30DAY | MOKO_PIN | popin | POSX | RAIN | WARRANTY,https://cdn.shopify.com/s/files/1/0068/7341/5750/files/The-Radio-Backpack_2.0-FA-1_7baa7d60-0c25-4edd-bbe2-23e80ca476c4.jpg?v=1784529090
7093740240966,Travel Pillow,the-travel-pillow,https://mokobara.com/products/the-travel-pillow,Travel Accessories,1699,1699,true,Cloud Forest | Seize the Gray,2,10DAYRETURN | NO_RETURN | popin | POSX | WARRANTY,https://cdn.shopify.com/s/files/1/0068/7341/5750/files/Artboard1_5_4ad6711d-da61-4aee-800a-7252da0c984c.jpg?v=1773387916
4830412439622,Cabin Luggage,the-cabin-luggage,https://mokobara.com/products/the-cabin-luggage,Luggage,9999,9999,true,Beach Sunrise | Sunnyside Yellow | Money Moves Sunray | Ocean Sunray | Seaweed Green | Cosmic Vibes | Forest Sunray | Space Blue | No Filter | Money Moves | Happy Green,11,30DAY | C+Z | POSX | WARRANTY,https://cdn.shopify.com/s/files/1/0068/7341/5750/files/The-Cabin-Luggage_SY-45_1.jpg?v=1773388015
6781326590022,Set of 3 Luggage,set-of-3-luggage,https://mokobara.com/products/set-of-3-luggage,Luggage,33999,33999,true,Ocean Sunray | Forest Sunray | Cosmic Vibes | Seaweed Green | Space Blue | Money Moves Sunray | Money Moves | Beach Sunrise | Sunnyside Yellow | Million Dollar | Happy Green | No Filter | New Standard | After Hours,14,30DAY | C+Z | WARRANTY,https://cdn.shopify.com/s/files/1/0068/7341/5750/products/Ocean-Sunray_05286feb-a1b3-4016-8ed5-e0a64c903487-890505.jpg?v=1773398523
4830416109638,Set of 2 Luggage,set-of-two-luggage,https://mokobara.com/products/set-of-two-luggage,Luggage,20999,20999,true,Sunnyside Yellow | Cosmic Vibes | Forest Sunray | Money Moves Sunray | No Filter | Seaweed Green | Ocean Sunray | Beach Sunrise | Wild Flower Greenray | Silhouette | Reflection Eve | Reflection Day | Money Moves | Summer Greenray | Timeless Greenray | Silhouette Sunray | New Standard | After Hours | Million Dollar,19,30DAY | C+Z | WARRANTY,https://cdn.shopify.com/s/files/1/0068/7341/5750/products/Sunnyside-Yellow_abbbd43d-8c25-49e1-b761-50a6994cad77-277840.webp?v=1774522826
